db_id,question,query,correct_tables
yelp,find all the restaurant in Pennsylvania,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.state  =  ""Pennsylvania"" AND t2.category_name  =  ""restaurant"";","category, business"
yelp,Give me all the Moroccan restaurant in Texas,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id WHERE t1.state  =  ""Texas"" AND t2.category_name  =  ""Moroccan"" AND t3.category_name  =  ""restaurant"";","category, business"
yelp,"How many reviews does "" Acacia Cafe "" have ?","SELECT review_count FROM business WHERE name  =  ""Acacia Cafe"";",business
yelp,Find all reviews for businesses rated 2.5,SELECT t2.text FROM review as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.rating  =  2.5;,"review, business"
yelp,What is the total likes on tips from Niloofar,"SELECT SUM(t1.likes) FROM user as t2 JOIN tip as t1 ON t2.user_id  =  t1.user_id WHERE t2.name  =  ""Niloofar"";","user, tip"
yelp,which neighbourhood has the most number of businesses in Madison,"SELECT t1.neighbourhood_name FROM neighbourhood as t1 JOIN business as t2 ON t1.business_id  =  t2.business_id WHERE t2.city  =  ""Madison"" GROUP BY t1.neighbourhood_name ORDER BY COUNT(DISTINCT t2.name) DESC LIMIT 1;","neighbourhood, business"
yelp,Find the users who have given tips on Pet Groomers,"SELECT t4.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN tip as t3 ON t3.business_id  =  t1.business_id JOIN user as t4 ON t4.user_id  =  t3.user_id WHERE t2.category_name  =  ""Pet Groomers"";","category, business, tip, user"
yelp,Find all Italian restaurant in the Meadowood neighbourhood of Madison,"SELECT t1.name FROM category as t3 JOIN business as t1 ON t3.business_id  =  t1.business_id JOIN category as t4 ON t4.business_id  =  t1.business_id JOIN neighbourhood as t2 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Madison"" AND t3.category_name  =  ""Italian"" AND t4.category_name  =  ""restaurant"" AND t2.neighbourhood_name  =  ""Meadowood"";","category, business, neighbourhood"
yelp,How many tips have been written in 2015,SELECT COUNT(DISTINCT text) FROM tip WHERE year  =  2015;,tip
yelp,Find the business which has the most number of categories,SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id GROUP BY t1.name ORDER BY COUNT(DISTINCT t2.category_name) DESC LIMIT 1;,"category, business"
yelp,"find the total checkins in Moroccan restaurant in "" Los Angeles "" on Friday","SELECT SUM(t4.count) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id JOIN checkin as t4 ON t4.business_id  =  t1.business_id WHERE t1.city  =  ""Los Angeles"" AND t2.category_name  =  ""Moroccan"" AND t3.category_name  =  ""restaurant"" AND t4.day  =  ""Friday"";","category, business, checkin"
yelp,"What is the number of escape games in "" Madison "" ?","SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Madison"" AND t2.category_name  =  ""escape games"";","category, business"
yelp,"find all cities which has a "" Taj Mahal "" restaurant","SELECT t1.city FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.name  =  ""Taj Mahal"" AND t2.category_name  =  ""restaurant"";","category, business"
yelp,Return me the number of tips that are written by Michelle .,"SELECT COUNT(DISTINCT t1.text) FROM user as t2 JOIN tip as t1 ON t2.user_id  =  t1.user_id WHERE t2.name  =  ""Michelle"";","user, tip"
yelp,Find the number of users called Michelle,"SELECT COUNT(DISTINCT name) FROM user WHERE name  =  ""Michelle"";",user
yelp,How many businesses has Michelle reviewed in 2010 ?,"SELECT COUNT(DISTINCT t1.name) FROM review as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN user as t3 ON t3.user_id  =  t2.user_id WHERE t2.year  =  2010 AND t3.name  =  ""Michelle"";","review, business, user"
yelp,"Find all cities in which there is a restaurant called "" MGM Grand Buffet ""","SELECT t1.city FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.name  =  ""MGM Grand Buffet"" AND t2.category_name  =  ""category_category_name0"";","category, business"
yelp,which business has the most number of checkins,SELECT t1.name FROM checkin as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id GROUP BY t1.name ORDER BY SUM(t2.count) DESC LIMIT 1;,"checkin, business"
yelp,"Find the total checkins in "" Brighton Heights "" neighbourhood","SELECT SUM(t3.count) FROM checkin as t3 JOIN business as t1 ON t3.business_id  =  t1.business_id JOIN neighbourhood as t2 ON t2.business_id  =  t1.business_id WHERE t2.neighbourhood_name  =  ""Brighton Heights"";","checkin, business, neighbourhood"
yelp,Find all restaurant Seafood in Los Angeles,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id WHERE t1.city  =  ""Los Angeles"" AND t2.category_name  =  ""Seafood"" AND t3.category_name  =  ""restaurant"";","category, business"
yelp,How many tips has Michelle written in April,"SELECT COUNT(DISTINCT t1.text) FROM user as t2 JOIN tip as t1 ON t2.user_id  =  t1.user_id WHERE t1.month  =  ""April"" AND t2.name  =  ""Michelle"";","user, tip"
yelp,List all the neighbourhoods with Italian restaurant rated less than 2.5 in Madison,"SELECT t1.neighbourhood_name FROM category as t3 JOIN business as t2 ON t3.business_id  =  t2.business_id JOIN category as t4 ON t4.business_id  =  t2.business_id JOIN neighbourhood as t1 ON t1.business_id  =  t2.business_id WHERE t2.city  =  ""Madison"" AND t2.rating  <  2.5 AND t3.category_name  =  ""Italian"" AND t4.category_name  =  ""restaurant"";","category, business, neighbourhood"
yelp,Find the cities of businesses rated below 1.5,SELECT city FROM business WHERE rating  <  1.5;,business
yelp,"What are all the breweries in "" Los Angeles "" ?","SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Los Angeles"" AND t2.category_name  =  ""breweries"";","category, business"
yelp,"Find all tips for "" Cafe Zinho "" in Texas .","SELECT t2.text FROM tip as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.name  =  ""Cafe Zinho"" AND t1.state  =  ""Texas"";","tip, business"
yelp,"Find all restaurant reviewed by Patrick in "" Dallas ""","SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN review as t3 ON t3.business_id  =  t1.business_id JOIN user as t4 ON t4.user_id  =  t3.user_id WHERE t1.city  =  ""Dallas"" AND t2.category_name  =  ""restaurant"" AND t4.name  =  ""Patrick"";","category, business, review, user"
yelp,"How many businesses are there in the "" Stone Meadows "" neighbourhood in Madison ?","SELECT COUNT(DISTINCT t1.name) FROM neighbourhood as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Madison"" AND t2.neighbourhood_name  =  ""Stone Meadows"";","neighbourhood, business"
yelp,How many users have reviewed Irish Pub in Dallas ?,"SELECT COUNT(DISTINCT t4.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN review as t3 ON t3.business_id  =  t1.business_id JOIN user as t4 ON t4.user_id  =  t3.user_id WHERE t1.city  =  ""Dallas"" AND t2.category_name  =  ""Irish Pub"";","category, business, review, user"
yelp,find the number of escape games in Madison,"SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Madison"" AND t2.category_name  =  ""escape games"";","category, business"
yelp,How many escape games exist in Madison,"SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Madison"" AND t2.category_name  =  ""escape games"";","category, business"
yelp,"Return me the number of cities that has "" Panda Express "" .","SELECT COUNT(DISTINCT city) FROM business WHERE name  =  ""Panda Express"";",business
yelp,List all users who reviewed businesses that are restaurant .,"SELECT t4.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN review as t3 ON t3.business_id  =  t1.business_id JOIN user as t4 ON t4.user_id  =  t3.user_id WHERE t2.category_name  =  ""restaurant"";","category, business, review, user"
yelp,Find all states in which there is a Whataburger,"SELECT state FROM business WHERE name  =  ""Whataburger"";",business
yelp,find the total checkins in Italian Delis in each state on Sunday,"SELECT t1.state  ,  SUM(t4.count) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id JOIN checkin as t4 ON t4.business_id  =  t1.business_id WHERE t2.category_name  =  ""Italian"" AND t3.category_name  =  ""Delis"" AND t4.day  =  ""Sunday"" GROUP BY t1.state;","category, business, checkin"
yelp,Return me the number of tips that are written by Michelle in 2010 .,"SELECT COUNT(DISTINCT t1.text) FROM user as t2 JOIN tip as t1 ON t2.user_id  =  t1.user_id WHERE t1.year  =  2010 AND t2.name  =  ""Michelle"";","user, tip"
yelp,"What is the number of checkins for "" Cafe Zinho "" on Friday","SELECT t2.count FROM checkin as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.name  =  ""Cafe Zinho"" AND t2.day  =  ""Friday"";","checkin, business"
yelp,List all user ids with name Michelle,"SELECT user_id FROM user WHERE name  =  ""Michelle"";",user
yelp,"find the number of reviews written for "" Cafe Zinho "" restaurant in Texas","SELECT COUNT(DISTINCT t3.text) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN review as t3 ON t3.business_id  =  t1.business_id WHERE t1.name  =  ""Cafe Zinho"" AND t1.state  =  ""Texas"" AND t2.category_name  =  ""restaurant"";","category, business, review"
yelp,"How many Target are there in "" Los Angeles "" ?","SELECT COUNT(DISTINCT business_id) FROM business WHERE city  =  ""Los Angeles"" AND name  =  ""Target"";",business
yelp,Find all Bars reviewed by Patrick,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN review as t3 ON t3.business_id  =  t1.business_id JOIN user as t4 ON t4.user_id  =  t3.user_id WHERE t2.category_name  =  ""Bars"" AND t4.name  =  ""Patrick"";","category, business, review, user"
yelp,find the number of restaurant rated more than 3.5,"SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.rating  >  3.5 AND t2.category_name  =  ""restaurant"";","category, business"
yelp,"Find all breweries in "" Los Angeles ""","SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Los Angeles"" AND t2.category_name  =  ""breweries"";","category, business"
yelp,"Find the number of reviews on businesses located in "" South Summerlin "" neighbourhood","SELECT COUNT(DISTINCT t3.text) FROM neighbourhood as t1 JOIN business as t2 ON t1.business_id  =  t2.business_id JOIN review as t3 ON t3.business_id  =  t2.business_id WHERE t1.neighbourhood_name  =  ""South Summerlin"";","neighbourhood, business, review"
yelp,Find the number of tips written in each month,"SELECT COUNT(DISTINCT text)  ,  month FROM tip GROUP BY month;",tip
yelp,How many reviews has Niloofar written in 2015,"SELECT COUNT(DISTINCT t1.text) FROM user as t2 JOIN review as t1 ON t2.user_id  =  t1.user_id WHERE t1.year  =  2015 AND t2.name  =  ""Niloofar"";","user, review"
yelp,List all the businesses with more than 4.5 stars,SELECT name FROM business WHERE rating  >  4.5;,business
yelp,Find all Mexican restaurant in Dallas with at least 3.5 stars,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id WHERE t1.city  =  ""Dallas"" AND t1.rating  >  3.5 AND t2.category_name  =  ""Mexican"" AND t3.category_name  =  ""restaurant"";","category, business"
yelp,List all the restaurant rated more than 3.5,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.rating  >  3.5 AND t2.category_name  =  ""restaurant"";","category, business"
yelp,"Find all cities which has a "" Taj Mahal "" .","SELECT city FROM business WHERE name  =  ""Taj Mahal"";",business
yelp,Find all users who have written tips about businesses in Dallas,"SELECT t3.name FROM tip as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN user as t3 ON t3.user_id  =  t2.user_id WHERE t1.city  =  ""Dallas"";","tip, business, user"
yelp,Find all reviews by Patrick with a rating above 4,"SELECT t1.text FROM user as t2 JOIN review as t1 ON t2.user_id  =  t1.user_id WHERE t1.rating  >  4 AND t2.name  =  ""Patrick"";","user, review"
yelp,How many Bars in Dallas have a rating above 3.5 ?,"SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Dallas"" AND t1.rating  >  3.5 AND t2.category_name  =  ""Bars"";","category, business"
yelp,"List the addresses of all Walmart in "" Los Angeles ""","SELECT full_address FROM business WHERE city  =  ""Los Angeles"" AND name  =  ""Walmart"";",business
yelp,"Find all Apple Store in "" Los Angeles ""","SELECT business_id FROM business WHERE city  =  ""Los Angeles"" AND name  =  ""Apple Store"";",business
yelp,"What neighbourhood is restaurant "" Flat Top Grill "" in ?","SELECT t1.neighbourhood_name FROM category as t3 JOIN business as t2 ON t3.business_id  =  t2.business_id JOIN neighbourhood as t1 ON t1.business_id  =  t2.business_id WHERE t2.name  =  ""Flat Top Grill"" AND t3.category_name  =  ""category_category_name0"";","category, business, neighbourhood"
yelp,Find all Mexican restaurant in Dallas with a rating above 3.5,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id WHERE t1.city  =  ""Dallas"" AND t1.rating  >  3.5 AND t2.category_name  =  ""Mexican"" AND t3.category_name  =  ""restaurant"";","category, business"
yelp,list all the businesses which have a review by Niloofar,"SELECT t1.name FROM review as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN user as t3 ON t3.user_id  =  t2.user_id WHERE t3.name  =  ""Niloofar"";","review, business, user"
yelp,List all the reviews by Michelle for Italian restaurant,"SELECT t4.text FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id JOIN review as t4 ON t4.business_id  =  t1.business_id JOIN user as t5 ON t5.user_id  =  t4.user_id WHERE t2.category_name  =  ""Italian"" AND t3.category_name  =  ""category_category_name1"" AND t5.name  =  ""Michelle"";","category, business, review, user"
yelp,Return me the number of businesses that are restaurant .,"SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t2.category_name  =  ""restaurant"";","category, business"
yelp,List all 5 star Italian restaurant,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id WHERE t1.rating  =  5 AND t2.category_name  =  ""Italian"" AND t3.category_name  =  ""restaurant"";","category, business"
yelp,"Find all Bars in "" Los Angeles "" with at least 30 reviews and average rating above 3 stars","SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Los Angeles"" AND t1.rating  >  3 AND t1.review_count  >  30 AND t2.category_name  =  ""Bars"";","category, business"
yelp,"Find the average number of checkins in restaurant "" Barrio Cafe "" per day","SELECT AVG(t3.count)  ,  t3.day FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN checkin as t3 ON t3.business_id  =  t1.business_id WHERE t1.name  =  ""Barrio Cafe"" AND t2.category_name  =  ""restaurant"" GROUP BY t3.day;","category, business, checkin"
yelp,List all businesses with rating 3.5,SELECT name FROM business WHERE rating  =  3.5;,business
yelp,what is the number of restaurant in Texas,"SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.state  =  ""Texas"" AND t2.category_name  =  ""restaurant"";","category, business"
yelp,How many Egyptian restaurant are there in Edinburgh ?,"SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id WHERE t1.city  =  ""Edinburgh"" AND t2.category_name  =  ""restaurant"" AND t3.category_name  =  ""Egyptian"";","category, business"
yelp,What is the number of restaurant in Pittsburgh rated 4.5,"SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Pittsburgh"" AND t1.rating  =  4.5 AND t2.category_name  =  ""restaurant"";","category, business"
yelp,"List all tips for "" Cafe Zinho "" in Pennsylvania in 2010 .","SELECT t2.text FROM tip as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.name  =  ""Cafe Zinho"" AND t1.state  =  ""Pennsylvania"" AND t2.year  =  2010;","tip, business"
yelp,How many restaurant are there in the Hazelwood district of Dallas ?,"SELECT COUNT(DISTINCT t1.name) FROM category as t3 JOIN business as t1 ON t3.business_id  =  t1.business_id JOIN neighbourhood as t2 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Dallas"" AND t3.category_name  =  ""restaurant"" AND t2.neighbourhood_name  =  ""Hazelwood"";","category, business, neighbourhood"
yelp,What is the number of escape games in Madison,"SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Madison"" AND t2.category_name  =  ""escape games"";","category, business"
yelp,"find the total checkins in Moroccan restaurant in "" Los Angeles "" per day","SELECT t4.day  ,  SUM(t4.count) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id JOIN checkin as t4 ON t4.business_id  =  t1.business_id WHERE t1.city  =  ""Los Angeles"" AND t2.category_name  =  ""Moroccan"" AND t3.category_name  =  ""restaurant"" GROUP BY t4.day;","category, business, checkin"
yelp,Find all the tips from a user who has written a review in 2012,SELECT t2.text FROM user as t3 JOIN review as t1 ON t3.user_id  =  t1.user_id JOIN tip as t2 ON t3.user_id  =  t2.user_id WHERE t1.year  =  2012;,"user, review, tip"
yelp,"How many people reviewed "" Bistro Di Napoli "" in 2015 ?","SELECT COUNT(DISTINCT t3.name) FROM review as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN user as t3 ON t3.user_id  =  t2.user_id WHERE t1.name  =  ""Bistro Di Napoli"" AND t2.year  =  2015;","review, business, user"
yelp,How many Starbucks are there in Dallas Texas ?,"SELECT COUNT(DISTINCT business_id) FROM business WHERE city  =  ""Dallas"" AND name  =  ""Starbucks"" AND state  =  ""Texas"";",business
yelp,"Find all tips about "" Vintner Grill "" that received more than 9 likes","SELECT t2.text FROM tip as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.name  =  ""Vintner Grill"" AND t2.likes  >  9;","tip, business"
yelp,"Find all cities in Texas in which there is a restaurant called "" MGM Grand Buffet ""","SELECT t1.city FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.name  =  ""MGM Grand Buffet"" AND t1.state  =  ""Texas"" AND t2.category_name  =  ""restaurant"";","category, business"
yelp,How many neighbourhoods have a business with rating 5 in Madison ?,"SELECT COUNT(DISTINCT t1.neighbourhood_name) FROM neighbourhood as t1 JOIN business as t2 ON t1.business_id  =  t2.business_id WHERE t2.city  =  ""Madison"" AND t2.rating  =  5;","neighbourhood, business"
yelp,List all the reviews which rated a business less than 1,SELECT text FROM review WHERE rating  <  1;,review
yelp,Find all Bars reviewed by Patrick with at least 3 stars,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN review as t3 ON t3.business_id  =  t1.business_id JOIN user as t4 ON t4.user_id  =  t3.user_id WHERE t1.rating  >=  3 AND t2.category_name  =  ""Bars"" AND t4.name  =  ""Patrick"";","category, business, review, user"
yelp,"How many businesses in "" San Diego "" has Christine reviewed in 2010 ?","SELECT COUNT(DISTINCT t1.name) FROM review as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN user as t3 ON t3.user_id  =  t2.user_id WHERE t1.city  =  ""San Diego"" AND t2.year  =  2010 AND t3.name  =  ""Christine"";","review, business, user"
yelp,"how many users reviewed "" Sushi Too "" in Pittsburgh","SELECT COUNT(DISTINCT t3.name) FROM review as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN user as t3 ON t3.user_id  =  t2.user_id WHERE t1.city  =  ""Pittsburgh"" AND t1.name  =  ""Sushi Too"";","review, business, user"
yelp,Find all restaurant with Valet Service in Dallas Texas,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id WHERE t1.city  =  ""Dallas"" AND t1.state  =  ""Texas"" AND t2.category_name  =  ""Valet Service"" AND t3.category_name  =  ""restaurant"";","category, business"
yelp,Find users whose average review rating is below 3,SELECT t2.name FROM user as t2 JOIN review as t1 ON t2.user_id  =  t1.user_id GROUP BY t2.name HAVING AVG(t1.rating)  <  3;,"user, review"
yelp,"find the total checkins in Moroccan restaurant in "" Los Angeles ""","SELECT SUM(t4.count) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id JOIN checkin as t4 ON t4.business_id  =  t1.business_id WHERE t1.city  =  ""Los Angeles"" AND t2.category_name  =  ""restaurant"" AND t3.category_name  =  ""Moroccan"";","category, business, checkin"
yelp,"Find all users who have written tips for "" Barrio Cafe "" in 2015","SELECT t3.name FROM tip as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN user as t3 ON t3.user_id  =  t2.user_id WHERE t1.name  =  ""Barrio Cafe"" AND t2.year  =  2015;","tip, business, user"
yelp,Find all businesses in Texas with a rating below 2,"SELECT name FROM business WHERE rating  <  2 AND state  =  ""Texas"";",business
yelp,"What is the total likes on tips about "" Cafe Zinho ""","SELECT SUM(t2.likes) FROM tip as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.name  =  ""Cafe Zinho"";","tip, business"
yelp,"Find all restaurant that serve Seafood in "" Los Angeles ""","SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id WHERE t1.city  =  ""Los Angeles"" AND t2.category_name  =  ""Seafood"" AND t3.category_name  =  ""restaurant"";","category, business"
yelp,List all users who reviewed businesses that are restaurant in 2010 .,"SELECT t4.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN review as t3 ON t3.business_id  =  t1.business_id JOIN user as t4 ON t4.user_id  =  t3.user_id WHERE t2.category_name  =  ""restaurant"" AND t3.year  =  2010;","category, business, review, user"
yelp,list all the reviews by Niloofar,"SELECT t1.text FROM user as t2 JOIN review as t1 ON t2.user_id  =  t1.user_id WHERE t2.name  =  ""Niloofar"";","user, review"
yelp,"How many people reviewed the restaurant "" Texas de Brazil "" in Dallas Texas ?","SELECT COUNT(DISTINCT t4.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN review as t3 ON t3.business_id  =  t1.business_id JOIN user as t4 ON t4.user_id  =  t3.user_id WHERE t1.city  =  ""Dallas"" AND t1.name  =  ""Texas de Brazil"" AND t1.state  =  ""Texas"" AND t2.category_name  =  ""restaurant"";","category, business, review, user"
yelp,"How many Bars in "" Dallas "" have a rating above 3.5 ?","SELECT COUNT(DISTINCT t1.name) FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.city  =  ""Dallas"" AND t1.rating  >  3.5 AND t2.category_name  =  ""Bars"";","category, business"
yelp,Which restaurant in Dallas were reviewed by user Patrick ?,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN review as t3 ON t3.business_id  =  t1.business_id JOIN user as t4 ON t4.user_id  =  t3.user_id WHERE t1.city  =  ""Dallas"" AND t2.category_name  =  ""restaurant"" AND t4.name  =  ""Patrick"";","category, business, review, user"
yelp,List all businesses that are restaurant in Pennsylvania .,"SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id WHERE t1.state  =  ""Pennsylvania"" AND t2.category_name  =  ""restaurant"";","category, business"
yelp,"List all the Seafood restaurant in "" Los Angeles ""","SELECT t1.name FROM category as t2 JOIN business as t1 ON t2.business_id  =  t1.business_id JOIN category as t3 ON t3.business_id  =  t1.business_id WHERE t1.city  =  ""Los Angeles"" AND t2.category_name  =  ""Seafood"" AND t3.category_name  =  ""restaurant"";","category, business"
yelp,Find the total number of reviews written in March,"SELECT COUNT(DISTINCT text) FROM review WHERE month  =  ""March"";",review
behavior_monitoring,What are the code and description of the least frequent detention type ?,"SELECT t1.detention_type_code ,  t2.detention_type_description FROM detention as t1 JOIN Ref_detention_Type as t2 ON t1.detention_type_code  =  t2.detention_type_code GROUP BY t1.detention_type_code ORDER BY COUNT(*) asC LIMIT 1","detention, Ref_detention_Type"
behavior_monitoring,"Find the first names of teachers whose email address contains the word ""man"".",SELECT first_name FROM teachers WHERE email_address LIKE '%man%',teachers
behavior_monitoring,"What is the zip code of the address where the teacher with first name ""Lyla"" lives?","SELECT t1.zip_postcode FROM addresses as t1 JOIN teachers as t2 ON t1.address_id  =  t2.address_id WHERE t2.first_name  =  ""Lyla""","addresses, teachers"
behavior_monitoring,Find the id and city of the student address with the highest average monthly rental.,"SELECT t2.address_id ,  t1.city FROM addresses as t1 JOIN Student_addresses as t2 ON t1.address_id  =  t2.address_id GROUP BY t2.address_id ORDER BY AVG(monthly_rental) DESC LIMIT 1","addresses, Student_addresses"
behavior_monitoring,What are the id and first name of the student whose addresses have the highest average monthly rental?,"SELECT t1.student_id ,  t2.first_name FROM student_addresses as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id GROUP BY t1.student_id ORDER BY AVG(monthly_rental) DESC LIMIT 1","student_addresses, students"
behavior_monitoring,Return all distinct detention type codes.,SELECT DISTINCT detention_type_code FROM detention,detention
behavior_monitoring,"What is the email of the student with first name ""Emma"" and last name ""Rohan""?","SELECT email_address FROM students WHERE first_name  =  ""Emma"" AND last_name  =  ""Rohan""",students
behavior_monitoring,What are the monthly rentals of student addresses in Texas state?,"SELECT t2.monthly_rental FROM addresses as t1 JOIN Student_addresses as t2 ON t1.address_id  =  t2.address_id WHERE t1.state_province_county  =  ""Texas""","addresses, Student_addresses"
behavior_monitoring,What are the line 1 of addresses shared by some students and some teachers?,SELECT t1.line_1 FROM addresses as t1 JOIN students as t2 ON t1.address_id  =  t2.address_id INTERSECT SELECT t1.line_1 FROM addresses as t1 JOIN teachers as t2 ON t1.address_id  =  t2.address_id,"addresses, students, teachers"
behavior_monitoring,"Find the dates of assessment notes for students with first name ""Fanny"".","SELECT t1.date_of_notes FROM assessment_notes as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id WHERE t2.first_name  =  ""Fanny""","assessment_notes, students"
behavior_monitoring,Find the id and first name of the student that has the most number of assessment notes?,"SELECT t1.student_id ,  t2.first_name FROM assessment_notes as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id GROUP BY t1.student_id ORDER BY COUNT(*) DESC LIMIT 1","assessment_notes, students"
behavior_monitoring,Find the ids and first names of the 3 teachers that have the most number of assessment notes?,"SELECT t1.teacher_id ,  t2.first_name FROM assessment_notes as t1 JOIN teachers as t2 ON t1.teacher_id  =  t2.teacher_id GROUP BY t1.teacher_id ORDER BY COUNT(*) DESC LIMIT 3","assessment_notes, teachers"
behavior_monitoring,What is the cell phone number of the student whose address has the lowest monthly rental?,SELECT t2.cell_mobile_number FROM student_addresses as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id ORDER BY t1.monthly_rental asC LIMIT 1,"student_addresses, students"
