db_id,query,question,database_schema
scholar,"SELECT DISTINCT t2.paperid FROM paperdataset as t3 JOIN dataset as t5 ON t3.datasetid  =  t5.datasetid JOIN paperkeyphrase as t4 ON t4.paperid  =  t3.paperid JOIN paper as t2 ON t2.paperid  =  t3.paperid JOIN venue as t6 ON t6.venueid  =  t2.venueid JOIN keyphrase as t1 ON t4.keyphraseid  =  t1.keyphraseid WHERE t5.datasetname  =  ""Jeopardy! Questions"" AND t1.keyphrasename  =  ""Parsing"" AND t2.year  =  2014 AND t6.venuename  =  ""ACL"";",Parsing papers from ACL 2014 that used Jeopardy! Questions,"CREATE TABLE `dataset` (
  datasetId INTEGER,
  datasetName varchar(50)
);

CREATE TABLE `keyphrase` (
  keyphraseId INTEGER,
  keyphraseName varchar(50)
);

CREATE TABLE `venue` (
  venueId INTEGER,
  venueName varchar(100)
);

CREATE TABLE `paper` (
  paperId INTEGER,
  title varchar(300),
  venueId INTEGER REFERENCES venue(venueId),
  year INTEGER,
  numCiting INTEGER,
  numCitedBy INTEGER,
  journalId INTEGER REFERENCES journal(journalId)
);

CREATE TABLE `paperDataset` (
  paperId INTEGER PRIMARY KEY,
  datasetId INTEGER PRIMARY KEY
);

CREATE TABLE `paperKeyphrase` (
  paperId INTEGER PRIMARY KEY REFERENCES paper(paperId),
  keyphraseId INTEGER PRIMARY KEY REFERENCES keyphrase(keyphraseId)
);

"
school_finance,SELECT COUNT(*) FROM budget WHERE budgeted  >  3000 AND year  <=  2001,Count the number of budgets in year 2001 or before whose budgeted amount is greater than 3000,"CREATE TABLE `budget` (
  School_id INT PRIMARY KEY REFERENCES School(School_id),
  Year INT PRIMARY KEY,
  Budgeted INT,
  total_budget_percent_budgeted REAL,
  Invested INT,
  total_budget_percent_invested REAL,
  Budget_invested_percent TEXT
);

"
school_finance,SELECT COUNT(*) FROM (SELECT * FROM endowment WHERE amount  >  8.5 GROUP BY school_id HAVING COUNT(*)  >  1),Find the number of schools that have more than one donator whose donation amount is less than 8.5.,"CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

"
school_finance,SELECT COUNT(*) FROM school,Count the number of schools.,"CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

"
school_finance,SELECT t1.donator_name FROM endowment as t1 JOIN school as t2 ON t1.school_id  =  t2.school_id WHERE t2.school_name  =  'Glenn' INTERSECT SELECT t1.donator_name FROM endowment as t1 JOIN school as t2 ON t1.school_id  =  t2.school_id WHERE t2.school_name  =  'Triton',"Show the names of donors who donated to both school ""Glenn"" and ""Triton.""","CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

"
school_finance,SELECT school_name FROM school ORDER BY school_name,Show all school names in alphabetical order.,"CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

"
school_finance,"SELECT school_name ,  location ,  mascot FROM school","List the name, location, mascot for all schools.","CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

"
school_finance,SELECT mascot FROM school WHERE enrollment  >  (SELECT AVG(enrollment) FROM school),What are the mascots for schools with enrollments above the average?,"CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

"
school_finance,SELECT donator_name FROM endowment EXCEPT SELECT donator_name FROM endowment WHERE amount  <  9,Show the names of all the donors except those whose donation amount less than 9.,"CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

"
school_finance,"SELECT t2.school_name ,  t1.budgeted ,  t1.invested FROM budget as t1 JOIN school as t2 ON t1.school_id  =  t2.school_id WHERE t1.year  >=  2002","Show each school name, its budgeted amount, and invested amount in year 2002 or after.","CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

CREATE TABLE `budget` (
  School_id INT PRIMARY KEY REFERENCES School(School_id),
  Year INT PRIMARY KEY,
  Budgeted INT,
  total_budget_percent_budgeted REAL,
  Invested INT,
  total_budget_percent_invested REAL,
  Budget_invested_percent TEXT
);

"
school_finance,"SELECT AVG(enrollment) ,  MAX(enrollment) ,  MIN(enrollment) FROM school","Show the average, maximum, minimum enrollment of all schools.","CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

CREATE TABLE `university` (
  School_ID INT PRIMARY KEY,
  School TEXT,
  Location TEXT,
  Founded REAL,
  Affiliation TEXT,
  Enrollment REAL,
  Nickname TEXT,
  Primary_conference TEXT
);

"
school_finance,"SELECT county ,  COUNT(*) ,  SUM(enrollment) FROM school GROUP BY county",Show each county along with the number of schools and total enrollment in each county.,"CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

"
school_finance,"SELECT amount ,  donator_name FROM endowment ORDER BY amount DESC LIMIT 1",List the amount and donor name for the largest amount of donation.,"CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

"
school_finance,SELECT DISTINCT donator_name FROM endowment,Show all donor names.,"CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

"
school_finance,SELECT school_name FROM school WHERE school_id NOT IN (SELECT school_id FROM endowment),List the names of the schools without any endowment.,"CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

"
school_finance,SELECT t2.school_name FROM budget as t1 JOIN school as t2 ON t1.school_id  =  t2.school_id JOIN endowment as t3 ON t2.school_id  =  t3.school_id GROUP BY t2.school_name HAVING SUM(t1.budgeted)  >  100 OR SUM(t3.amount)  >  10,Show the names of schools with a total budget amount greater than 100 or a total endowment greater than 10.,"CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

CREATE TABLE `budget` (
  School_id INT PRIMARY KEY REFERENCES School(School_id),
  Year INT PRIMARY KEY,
  Budgeted INT,
  total_budget_percent_budgeted REAL,
  Invested INT,
  total_budget_percent_invested REAL,
  Budget_invested_percent TEXT
);

"
school_finance,SELECT SUM(t1.budgeted) FROM budget as t1 JOIN school as t2 ON t1.school_id  =  t2.school_id WHERE t2.school_name  =  'Glenn',"What is the total budget amount for school ""Glenn"" in all years?","CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

CREATE TABLE `budget` (
  School_id INT PRIMARY KEY REFERENCES School(School_id),
  Year INT PRIMARY KEY,
  Budgeted INT,
  total_budget_percent_budgeted REAL,
  Invested INT,
  total_budget_percent_invested REAL,
  Budget_invested_percent TEXT
);

"
school_finance,SELECT COUNT(*) FROM school,How many schools are there?,"CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

"
school_finance,"SELECT donator_name ,  SUM(amount) FROM endowment GROUP BY donator_name ORDER BY SUM(amount) DESC",List each donator name and the amount of endowment in descending order of the amount of endowment.,"CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

"
school_finance,SELECT school_name FROM school ORDER BY enrollment LIMIT 1,List the name of the school with the smallest enrollment.,"CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

"
school_finance,SELECT t2.school_name FROM endowment as t1 JOIN school as t2 ON t1.school_id  =  t2.school_id GROUP BY t1.school_id HAVING SUM(t1.amount)  <=  10,List all the names of schools with an endowment amount smaller than or equal to 10.,"CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

"
school_finance,SELECT COUNT(*) FROM budget WHERE budgeted  <  invested,How many budget record has a budget amount smaller than the invested amount?,"CREATE TABLE `budget` (
  School_id INT PRIMARY KEY REFERENCES School(School_id),
  Year INT PRIMARY KEY,
  Budgeted INT,
  total_budget_percent_budgeted REAL,
  Invested INT,
  total_budget_percent_invested REAL,
  Budget_invested_percent TEXT
);

"
school_finance,SELECT COUNT(*) FROM budget WHERE budgeted  >  3000 AND year  <=  2001,How many budgets are above 3000 in year 2001 or before?,"CREATE TABLE `budget` (
  School_id INT PRIMARY KEY REFERENCES School(School_id),
  Year INT PRIMARY KEY,
  Budgeted INT,
  total_budget_percent_budgeted REAL,
  Invested INT,
  total_budget_percent_invested REAL,
  Budget_invested_percent TEXT
);

"
school_finance,"SELECT COUNT(DISTINCT t1.donator_name) FROM endowment as t1 JOIN school as t2 ON t1.school_id  =  t2.school_id WHERE t2.school_name  =  ""Glenn""","How many donors have endowment for school named ""Glenn""?","CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

CREATE TABLE `endowment` (
  endowment_id INT PRIMARY KEY,
  School_id INT REFERENCES School(School_id),
  donator_name TEXT,
  amount REAL
);

"
school_finance,"SELECT t1.school_name ,  t1.mascot ,  t1.ihsaa_football_class FROM school as t1 JOIN budget as t2 ON t1.school_id  =  t2.school_id WHERE budgeted  >  6000 OR year  <  2003 ORDER BY t2.total_budget_percent_invested ,  t2.total_budget_percent_budgeted","List the name, IHSAA Football Class, and Mascot of the schools that have more than 6000 of budgeted amount or were founded before 2003, in the order of percent of total invested budget and total budgeted budget.","CREATE TABLE `School` (
  School_id TEXT PRIMARY KEY,
  School_name TEXT,
  Location TEXT,
  Mascot TEXT,
  Enrollment INT,
  IHSAA_Class TEXT,
  IHSAA_Football_Class TEXT,
  County TEXT
);

CREATE TABLE `budget` (
  School_id INT PRIMARY KEY REFERENCES School(School_id),
  Year INT PRIMARY KEY,
  Budgeted INT,
  total_budget_percent_budgeted REAL,
  Invested INT,
  total_budget_percent_invested REAL,
  Budget_invested_percent TEXT
);

"
musical,SELECT nominee FROM musical GROUP BY nominee ORDER BY COUNT(*) DESC LIMIT 1,Who is the nominee who has been nominated for the most musicals?,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT t1.name FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id WHERE t2.name  =  ""The Phantom of the Opera""",What are the names of actors who have been in the musical titled The Phantom of the Opera?,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT t1.name FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id ORDER BY t2.year DESC,Show names of actors in descending order of the year their musical is awarded.,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT t1.name FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id WHERE t2.name  =  ""The Phantom of the Opera""","Show names of actors that have appeared in musical with name ""The Phantom of the Opera"".","CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT nominee ,  COUNT(*) FROM musical GROUP BY nominee",How many musicals has each nominee been nominated for?,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT nominee FROM musical WHERE award  =  ""Tony award"" INTERSECT SELECT nominee FROM musical WHERE award  =  ""Drama Desk award""",Who are the nominees who have been nominated for both a Tony Award and a Drama Desk Award?,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT nominee FROM musical GROUP BY nominee HAVING COUNT(*)  >  2,Who are the nominees who have been nominated more than two times?,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT duration FROM actor ORDER BY age DESC LIMIT 1,Return the duration of the actor with the greatest age.,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,SELECT name FROM actor ORDER BY name ASC,"What are the names of actors, ordered alphabetically?","CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,SELECT t2.name FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id GROUP BY t1.musical_id HAVING COUNT(*)  >=  3,What are the names of musicals who have at 3 or more actors?,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT character ,  duration FROM actor",Return the characters and durations for each actor.,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,SELECT nominee FROM musical GROUP BY nominee HAVING COUNT(*)  >  2,List the nominees that have been nominated more than two musicals.,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT DISTINCT nominee FROM musical WHERE award != ""Tony award""","What are the distinct nominees of the musicals with the award that is not ""Tony Award""?","CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT t1.name ,  t2.name FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id",Show names of actors and names of musicals they are in.,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT name FROM actor ORDER BY name ASC,List the name of actors in ascending alphabetical order.,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,"SELECT nominee FROM musical WHERE award  =  ""Tony award"" OR award  =  ""Cleavant Derricks""",Who are the nominees who were nominated for either of the Bob Fosse or Cleavant Derricks awards?,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT name FROM actor WHERE age != 20,List the name of actors whose age is not 20.,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,SELECT name FROM musical WHERE musical_id NOT IN (SELECT musical_id FROM actor),List the name of musicals that do not have actors.,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,SELECT duration FROM actor ORDER BY age DESC LIMIT 1,What is the duration of the oldest actor?,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,SELECT name FROM actor WHERE age != 20,What are the names of actors who are not 20 years old?,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,SELECT nominee FROM musical GROUP BY nominee ORDER BY COUNT(*) DESC LIMIT 1,Please show the nominee who has been nominated the greatest number of times.,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT character FROM actor ORDER BY age DESC,"Return the characters for actors, ordered by age descending.","CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,SELECT result FROM musical GROUP BY result ORDER BY COUNT(*) DESC LIMIT 1,List the most common result of the musicals.,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT t2.name ,  COUNT(*) FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id GROUP BY t1.musical_id",Show names of musicals and the number of actors who have appeared in the musicals.,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT name FROM musical WHERE musical_id NOT IN (SELECT musical_id FROM actor),What are the names of musicals who have no actors?,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,"SELECT name FROM musical WHERE nominee  =  ""Bob Fosse""","What are the names of musicals with nominee ""Bob Fosse""?","CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT t1.name ,  t2.name FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id",What are the names of actors and the musicals that they are in?,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT t1.name FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id ORDER BY t2.year DESC,What are the names of actors ordered descending by the year in which their musical was awarded?,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT result FROM musical GROUP BY result ORDER BY COUNT(*) DESC LIMIT 1,Return the most frequent result across all musicals.,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT t2.name ,  COUNT(*) FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id GROUP BY t1.musical_id",How many actors have appeared in each musical?,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT nominee FROM musical WHERE award  =  ""Tony award"" INTERSECT SELECT nominee FROM musical WHERE award  =  ""Drama Desk award""","Show the nominees that have nominated musicals for both ""Tony Award"" and ""Drama Desk Award"".","CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT nominee ,  COUNT(*) FROM musical GROUP BY nominee",Show different nominees and the number of musicals they have been nominated.,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,SELECT character FROM actor ORDER BY age DESC,What are the characters of actors in descending order of age?,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,SELECT t2.name FROM actor as t1 JOIN musical as t2 ON t1.musical_id  =  t2.musical_id GROUP BY t1.musical_id HAVING COUNT(*)  >=  3,Show names of musicals which have at least three actors.,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
musical,"SELECT character ,  duration FROM actor",What are the characters and duration of actors?,"CREATE TABLE `actor` (
  Actor_ID INT PRIMARY KEY,
  Name TEXT,
  Musical_ID INT REFERENCES actor(Actor_ID),
  Character TEXT,
  Duration TEXT,
  age INT
);

"
musical,"SELECT name FROM musical WHERE nominee  =  ""Bob Fosse""",Return the names of musicals who have the nominee Bob Fosse.,"CREATE TABLE `musical` (
  Musical_ID INT PRIMARY KEY,
  Name TEXT,
  Year INT,
  Award TEXT,
  Category TEXT,
  Nominee TEXT,
  Result TEXT
);

"
entrepreneur,SELECT investor FROM entrepreneur GROUP BY investor HAVING COUNT(*)  >=  2,Return the investors who have invested in two or more entrepreneurs.,"CREATE TABLE `entrepreneur` (
  Entrepreneur_ID INT PRIMARY KEY,
  People_ID INT REFERENCES people(People_ID),
  Company TEXT,
  Money_Requested REAL,
  Investor TEXT
);

"
entrepreneur,SELECT t2.weight FROM entrepreneur as t1 JOIN people as t2 ON t1.people_id  =  t2.people_id ORDER BY t1.money_requested DESC,What are the weights of entrepreneurs in descending order of money requested?,"CREATE TABLE `entrepreneur` (
  Entrepreneur_ID INT PRIMARY KEY,
  People_ID INT REFERENCES people(People_ID),
  Company TEXT,
  Money_Requested REAL,
  Investor TEXT
);

CREATE TABLE `people` (
  People_ID INT PRIMARY KEY,
  Name TEXT,
  Height REAL,
  Weight REAL,
  Date_of_Birth TEXT
);

"
entrepreneur,SELECT company FROM entrepreneur ORDER BY money_requested DESC,List the companies of entrepreneurs in descending order of money requested.,"CREATE TABLE `entrepreneur` (
  Entrepreneur_ID INT PRIMARY KEY,
  People_ID INT REFERENCES people(People_ID),
  Company TEXT,
  Money_Requested REAL,
  Investor TEXT
);

"
entrepreneur,"SELECT investor ,  COUNT(*) FROM entrepreneur GROUP BY investor",How many entrepreneurs correspond to each investor?,"CREATE TABLE `entrepreneur` (
  Entrepreneur_ID INT PRIMARY KEY,
  People_ID INT REFERENCES people(People_ID),
  Company TEXT,
  Money_Requested REAL,
  Investor TEXT
);

"
