db_id,query,question,database_schema
yelp,"SELECT COUNT(DISTINCT text) FROM review WHERE month  =  ""March"";",Find the total number of reviews written in March,"CREATE TABLE `review` (
  rid INT PRIMARY KEY,
  business_id TEXT REFERENCES business(business_id),
  user_id TEXT REFERENCES user(user_id),
  rating REAL,
  text TEXT,
  year INT,
  month TEXT
);

"
behavior_monitoring,"SELECT t1.detention_type_code ,  t2.detention_type_description FROM detention as t1 JOIN Ref_detention_Type as t2 ON t1.detention_type_code  =  t2.detention_type_code GROUP BY t1.detention_type_code ORDER BY COUNT(*) asC LIMIT 1",What are the code and description of the least frequent detention type ?,"CREATE TABLE `Ref_Detention_Type` (
  detention_type_code VARCHAR(10) PRIMARY KEY,
  detention_type_description VARCHAR(80)
);

CREATE TABLE `Detention` (
  detention_id INTEGER,
  detention_type_code VARCHAR(10) REFERENCES Ref_Detention_Type(detention_type_code),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  datetime_detention_start DATETIME,
  datetime_detention_end DATETIME,
  detention_summary VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT first_name FROM teachers WHERE email_address LIKE '%man%',"Find the first names of teachers whose email address contains the word ""man"".","CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.zip_postcode FROM addresses as t1 JOIN teachers as t2 ON t1.address_id  =  t2.address_id WHERE t2.first_name  =  ""Lyla""","What is the zip code of the address where the teacher with first name ""Lyla"" lives?","CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t2.address_id ,  t1.city FROM addresses as t1 JOIN Student_addresses as t2 ON t1.address_id  =  t2.address_id GROUP BY t2.address_id ORDER BY AVG(monthly_rental) DESC LIMIT 1",Find the id and city of the student address with the highest average monthly rental.,"CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

CREATE TABLE `Student_Addresses` (
  student_id INTEGER REFERENCES Students(student_id),
  address_id INTEGER REFERENCES Addresses(address_id),
  date_address_from DATETIME,
  date_address_to DATETIME,
  monthly_rental DECIMAL(19,4),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.student_id ,  t2.first_name FROM student_addresses as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id GROUP BY t1.student_id ORDER BY AVG(monthly_rental) DESC LIMIT 1",What are the id and first name of the student whose addresses have the highest average monthly rental?,"CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

CREATE TABLE `Student_Addresses` (
  student_id INTEGER REFERENCES Students(student_id),
  address_id INTEGER REFERENCES Addresses(address_id),
  date_address_from DATETIME,
  date_address_to DATETIME,
  monthly_rental DECIMAL(19,4),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT DISTINCT detention_type_code FROM detention,Return all distinct detention type codes.,"CREATE TABLE `Detention` (
  detention_id INTEGER,
  detention_type_code VARCHAR(10) REFERENCES Ref_Detention_Type(detention_type_code),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  datetime_detention_start DATETIME,
  datetime_detention_end DATETIME,
  detention_summary VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT email_address FROM students WHERE first_name  =  ""Emma"" AND last_name  =  ""Rohan""","What is the email of the student with first name ""Emma"" and last name ""Rohan""?","CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t2.monthly_rental FROM addresses as t1 JOIN Student_addresses as t2 ON t1.address_id  =  t2.address_id WHERE t1.state_province_county  =  ""Texas""",What are the monthly rentals of student addresses in Texas state?,"CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

CREATE TABLE `Student_Addresses` (
  student_id INTEGER REFERENCES Students(student_id),
  address_id INTEGER REFERENCES Addresses(address_id),
  date_address_from DATETIME,
  date_address_to DATETIME,
  monthly_rental DECIMAL(19,4),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT t1.line_1 FROM addresses as t1 JOIN students as t2 ON t1.address_id  =  t2.address_id INTERSECT SELECT t1.line_1 FROM addresses as t1 JOIN teachers as t2 ON t1.address_id  =  t2.address_id,What are the line 1 of addresses shared by some students and some teachers?,"CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.date_of_notes FROM assessment_notes as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id WHERE t2.first_name  =  ""Fanny""","Find the dates of assessment notes for students with first name ""Fanny"".","CREATE TABLE `Assessment_Notes` (
  notes_id INTEGER,
  student_id INTEGER REFERENCES Students(student_id),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  date_of_notes DATETIME,
  text_of_notes VARCHAR(255),
  other_details VARCHAR(255)
);

CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.student_id ,  t2.first_name FROM assessment_notes as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id GROUP BY t1.student_id ORDER BY COUNT(*) DESC LIMIT 1",Find the id and first name of the student that has the most number of assessment notes?,"CREATE TABLE `Assessment_Notes` (
  notes_id INTEGER,
  student_id INTEGER REFERENCES Students(student_id),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  date_of_notes DATETIME,
  text_of_notes VARCHAR(255),
  other_details VARCHAR(255)
);

CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.teacher_id ,  t2.first_name FROM assessment_notes as t1 JOIN teachers as t2 ON t1.teacher_id  =  t2.teacher_id GROUP BY t1.teacher_id ORDER BY COUNT(*) DESC LIMIT 3",Find the ids and first names of the 3 teachers that have the most number of assessment notes?,"CREATE TABLE `Assessment_Notes` (
  notes_id INTEGER,
  student_id INTEGER REFERENCES Students(student_id),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  date_of_notes DATETIME,
  text_of_notes VARCHAR(255),
  other_details VARCHAR(255)
);

CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT t2.cell_mobile_number FROM student_addresses as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id ORDER BY t1.monthly_rental asC LIMIT 1,What is the cell phone number of the student whose address has the lowest monthly rental?,"CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

CREATE TABLE `Student_Addresses` (
  student_id INTEGER REFERENCES Students(student_id),
  address_id INTEGER REFERENCES Addresses(address_id),
  date_address_from DATETIME,
  date_address_to DATETIME,
  monthly_rental DECIMAL(19,4),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT COUNT(*) FROM students WHERE student_id NOT IN ( SELECT student_id FROM behavior_incident ),How many students are not involved in any behavior incident?,"CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

CREATE TABLE `Behavior_Incident` (
  incident_id INTEGER,
  incident_type_code VARCHAR(10) REFERENCES Ref_Incident_Type(incident_type_code),
  student_id INTEGER REFERENCES Students(student_id),
  date_incident_start DATETIME,
  date_incident_end DATETIME,
  incident_summary VARCHAR(255),
  recommendations VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t2.email_address FROM addresses as t1 JOIN teachers as t2 ON t1.address_id  =  t2.address_id WHERE t1.zip_postcode  =  ""918""","What are the email addresses of teachers whose address has zip code ""918""?","CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT first_name ,  last_name FROM teachers ORDER BY last_name",Find the first names and last names of teachers in alphabetical order of last name.,"CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT last_name FROM teachers EXCEPT SELECT t1.last_name FROM teachers as t1 JOIN detention as t2 ON t1.teacher_id  =  t2.teacher_id,Find the last names of teachers who are not involved in any detention.,"CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

CREATE TABLE `Detention` (
  detention_id INTEGER,
  detention_type_code VARCHAR(10) REFERENCES Ref_Detention_Type(detention_type_code),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  datetime_detention_start DATETIME,
  datetime_detention_end DATETIME,
  detention_summary VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT detention_summary FROM detention,Return all detention summaries.,"CREATE TABLE `Detention` (
  detention_id INTEGER,
  detention_type_code VARCHAR(10) REFERENCES Ref_Detention_Type(detention_type_code),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  datetime_detention_start DATETIME,
  datetime_detention_end DATETIME,
  detention_summary VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT * FROM assessment_notes ORDER BY date_of_notes ASC,List all information about the assessment notes sorted by date in ascending order.,"CREATE TABLE `Assessment_Notes` (
  notes_id INTEGER,
  student_id INTEGER REFERENCES Students(student_id),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  date_of_notes DATETIME,
  text_of_notes VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.line_1 ,  AVG(t2.monthly_rental) FROM addresses as t1 JOIN Student_addresses as t2 ON t1.address_id  =  t2.address_id GROUP BY t2.address_id",What are the line 1 and average monthly rentals of all student addresses?,"CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

CREATE TABLE `Student_Addresses` (
  student_id INTEGER REFERENCES Students(student_id),
  address_id INTEGER REFERENCES Addresses(address_id),
  date_address_from DATETIME,
  date_address_to DATETIME,
  monthly_rental DECIMAL(19,4),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.student_id ,  t2.last_name FROM behavior_incident as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id GROUP BY t1.student_id ORDER BY COUNT(*) DESC LIMIT 1",Find the id and last name of the student that has the most behavior incidents?,"CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

CREATE TABLE `Behavior_Incident` (
  incident_id INTEGER,
  incident_type_code VARCHAR(10) REFERENCES Ref_Incident_Type(incident_type_code),
  student_id INTEGER REFERENCES Students(student_id),
  date_incident_start DATETIME,
  date_incident_end DATETIME,
  incident_summary VARCHAR(255),
  recommendations VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT * FROM student_addresses ORDER BY monthly_rental DESC,"Find all information about student addresses, and sort by monthly rental in descending order.","CREATE TABLE `Student_Addresses` (
  student_id INTEGER REFERENCES Students(student_id),
  address_id INTEGER REFERENCES Addresses(address_id),
  date_address_from DATETIME,
  date_address_to DATETIME,
  monthly_rental DECIMAL(19,4),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.incident_type_code ,  t2.incident_type_description FROM behavior_incident as t1 JOIN ref_incident_type as t2 ON t1.incident_type_code  =  t2.incident_type_code GROUP BY t1.incident_type_code ORDER BY COUNT(*) DESC LIMIT 1",What are the code and description of the most frequent behavior incident type?,"CREATE TABLE `Ref_Incident_Type` (
  incident_type_code VARCHAR(10) PRIMARY KEY,
  incident_type_description VARCHAR(80)
);

CREATE TABLE `Behavior_Incident` (
  incident_id INTEGER,
  incident_type_code VARCHAR(10) REFERENCES Ref_Incident_Type(incident_type_code),
  student_id INTEGER REFERENCES Students(student_id),
  date_incident_start DATETIME,
  date_incident_end DATETIME,
  incident_summary VARCHAR(255),
  recommendations VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.text_of_notes FROM assessment_notes as t1 JOIN teachers as t2 ON t1.teacher_id  =  t2.teacher_id WHERE t2.last_name  =  ""Schuster""","Find the texts of assessment notes for teachers with last name ""Schuster"".","CREATE TABLE `Assessment_Notes` (
  notes_id INTEGER,
  student_id INTEGER REFERENCES Students(student_id),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  date_of_notes DATETIME,
  text_of_notes VARCHAR(255),
  other_details VARCHAR(255)
);

CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT city FROM addresses ORDER BY city,List all cities of addresses in alphabetical order.,"CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

"
behavior_monitoring,SELECT date_of_notes FROM assessment_notes,What are the dates of the assessment notes?,"CREATE TABLE `Assessment_Notes` (
  notes_id INTEGER,
  student_id INTEGER REFERENCES Students(student_id),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  date_of_notes DATETIME,
  text_of_notes VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.teacher_id ,  t2.last_name FROM detention as t1 JOIN teachers as t2 ON t1.teacher_id  =  t2.teacher_id WHERE t1.detention_type_code  =  ""AFTER"" GROUP BY t1.teacher_id ORDER BY COUNT(*) DESC LIMIT 1","Find the id and last name of the teacher that has the most detentions with detention type code ""AFTER""?","CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

CREATE TABLE `Detention` (
  detention_id INTEGER,
  detention_type_code VARCHAR(10) REFERENCES Ref_Detention_Type(detention_type_code),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  datetime_detention_start DATETIME,
  datetime_detention_end DATETIME,
  detention_summary VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT COUNT(*) FROM assessment_notes,How many assessment notes are there in total?,"CREATE TABLE `Assessment_Notes` (
  notes_id INTEGER,
  student_id INTEGER REFERENCES Students(student_id),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  date_of_notes DATETIME,
  text_of_notes VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT cell_mobile_number ,  email_address FROM students",Return the cell phone number and email address for all students.,"CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT incident_type_description FROM ref_incident_type WHERE incident_type_code  =  ""VIOLENCE""","What is the incident type description for the incident type with code ""VIOLENCE""?","CREATE TABLE `Ref_Incident_Type` (
  incident_type_code VARCHAR(10) PRIMARY KEY,
  incident_type_description VARCHAR(80)
);

"
behavior_monitoring,"SELECT COUNT(*) FROM addresses WHERE zip_postcode  =  ""197""",How many addresses have zip code 197?,"CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.datetime_detention_start ,  datetime_detention_end FROM detention as t1 JOIN teachers as t2 ON t1.teacher_id  =  t2.teacher_id WHERE t2.last_name  =  ""Schultz""","Find the start and end dates of detentions of teachers with last name ""Schultz"".","CREATE TABLE `Teachers` (
  teacher_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(80),
  last_name VARCHAR(80),
  gender VARCHAR(1),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  other_details VARCHAR(255)
);

CREATE TABLE `Detention` (
  detention_id INTEGER,
  detention_type_code VARCHAR(10) REFERENCES Ref_Detention_Type(detention_type_code),
  teacher_id INTEGER REFERENCES Teachers(teacher_id),
  datetime_detention_start DATETIME,
  datetime_detention_end DATETIME,
  detention_summary VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,SELECT COUNT(DISTINCT incident_type_code) FROM behavior_incident,How many distinct incident type codes are there?,"CREATE TABLE `Behavior_Incident` (
  incident_id INTEGER,
  incident_type_code VARCHAR(10) REFERENCES Ref_Incident_Type(incident_type_code),
  student_id INTEGER REFERENCES Students(student_id),
  date_incident_start DATETIME,
  date_incident_end DATETIME,
  incident_summary VARCHAR(255),
  recommendations VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t2.first_name ,  t2.last_name FROM addresses as t1 JOIN students as t2 ON t1.address_id  =  t2.address_id WHERE t1.state_province_county  =  ""Wisconsin""",What are the first names and last names of students with address in Wisconsin state?,"CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t1.date_incident_start ,  date_incident_end FROM behavior_incident as t1 JOIN students as t2 ON t1.student_id  =  t2.student_id WHERE t2.last_name  =  ""Fahey""","Find the start and end dates of behavior incidents of students with last name ""Fahey"".","CREATE TABLE `Students` (
  student_id INTEGER,
  address_id INTEGER REFERENCES Addresses(address_id),
  first_name VARCHAR(80),
  middle_name VARCHAR(40),
  last_name VARCHAR(40),
  cell_mobile_number VARCHAR(40),
  email_address VARCHAR(40),
  date_first_rental DATETIME,
  date_left_university DATETIME,
  other_student_details VARCHAR(255)
);

CREATE TABLE `Behavior_Incident` (
  incident_id INTEGER,
  incident_type_code VARCHAR(10) REFERENCES Ref_Incident_Type(incident_type_code),
  student_id INTEGER REFERENCES Students(student_id),
  date_incident_start DATETIME,
  date_incident_end DATETIME,
  incident_summary VARCHAR(255),
  recommendations VARCHAR(255),
  other_details VARCHAR(255)
);

"
behavior_monitoring,"SELECT t2.address_id ,  t1.zip_postcode FROM addresses as t1 JOIN Student_addresses as t2 ON t1.address_id  =  t2.address_id ORDER BY monthly_rental DESC LIMIT 1",What are the id and zip code of the address with the highest monthly rental?,"CREATE TABLE `Addresses` (
  address_id INTEGER,
  line_1 VARCHAR(120),
  line_2 VARCHAR(120),
  line_3 VARCHAR(120),
  city VARCHAR(80),
  zip_postcode VARCHAR(20),
  state_province_county VARCHAR(50),
  country VARCHAR(50),
  other_address_details VARCHAR(255)
);

CREATE TABLE `Student_Addresses` (
  student_id INTEGER REFERENCES Students(student_id),
  address_id INTEGER REFERENCES Addresses(address_id),
  date_address_from DATETIME,
  date_address_to DATETIME,
  monthly_rental DECIMAL(19,4),
  other_details VARCHAR(255)
);

"
film_rank,"SELECT t2.country ,  t1.year FROM film_market_estimation as t1 JOIN market as t2 ON t1.market_id  =  t2.market_id",Please list the countries and years of film market estimations.,"CREATE TABLE `market` (
  Market_ID INT PRIMARY KEY,
  Country TEXT,
  Number_cities INT
);

CREATE TABLE `film_market_estimation` (
  Estimation_ID INT PRIMARY KEY,
  Low_Estimate REAL,
  High_Estimate REAL,
  Film_ID INT REFERENCES film(Film_ID),
  Type TEXT,
  Market_ID INT REFERENCES market(Market_ID),
  Year INT
);

"
film_rank,"SELECT title ,  director FROM film WHERE film_id NOT IN (SELECT film_id FROM film_market_estimation as t1 JOIN market as t2 ON t1.market_id  =  t2.market_id WHERE country  =  'China')",Return the titles and directors of films that were never in the market of China.,"CREATE TABLE `market` (
  Market_ID INT PRIMARY KEY,
  Country TEXT,
  Number_cities INT
);

CREATE TABLE `film_market_estimation` (
  Estimation_ID INT PRIMARY KEY,
  Low_Estimate REAL,
  High_Estimate REAL,
  Film_ID INT REFERENCES film(Film_ID),
  Type TEXT,
  Market_ID INT REFERENCES market(Market_ID),
  Year INT
);

CREATE TABLE `film` (
  Film_ID INT PRIMARY KEY,
  Title TEXT,
  Studio TEXT,
  Director TEXT,
  Gross_in_dollar INT
);

"
film_rank,SELECT t1.title FROM film as t1 JOIN film_market_estimation as t2  ON t1.film_id  =  t2.film_id ORDER BY high_estimate DESC LIMIT 1,What is the title of the film that has the highest high market estimation.,"CREATE TABLE `film_market_estimation` (
  Estimation_ID INT PRIMARY KEY,
  Low_Estimate REAL,
  High_Estimate REAL,
  Film_ID INT REFERENCES film(Film_ID),
  Type TEXT,
  Market_ID INT REFERENCES market(Market_ID),
  Year INT
);

CREATE TABLE `film` (
  Film_ID INT PRIMARY KEY,
  Title TEXT,
  Studio TEXT,
  Director TEXT,
  Gross_in_dollar INT
);

"
film_rank,SELECT DISTINCT t1.director FROM film as t1 JOIN film_market_estimation as t2 ON t1.film_id  =  t2.film_id WHERE t2.year  =  1995,Who are the different directors of films which had market estimation in 1995?,"CREATE TABLE `film_market_estimation` (
  Estimation_ID INT PRIMARY KEY,
  Low_Estimate REAL,
  High_Estimate REAL,
  Film_ID INT REFERENCES film(Film_ID),
  Type TEXT,
  Market_ID INT REFERENCES market(Market_ID),
  Year INT
);

CREATE TABLE `film` (
  Film_ID INT PRIMARY KEY,
  Title TEXT,
  Studio TEXT,
  Director TEXT,
  Gross_in_dollar INT
);

"
film_rank,SELECT COUNT(*) FROM film,Count the number of films.,"CREATE TABLE `film` (
  Film_ID INT PRIMARY KEY,
  Title TEXT,
  Studio TEXT,
  Director TEXT,
  Gross_in_dollar INT
);

"
